tick_id,rss_bytes
1,1001906176
2,1001967616
3,1002119168
4,1002119168
5,1002119168
6,1003515904
7,1003544576
8,1004134400
9,1004519424
10,1004716032
11,1004744704
12,1004744704
13,1004761088
14,1004761088
15,1004883968
16,1004888064
17,1004888064
18,1004953600
19,1005191168
20,1005191168
21,1005957120
22,1006141440
23,1006120960
24,1006252032
25,1006268416
26,1006485504
27,1006653440
28,1006727168
29,1006731264
30,1006731264
31,1006731264
32,1006837760
33,1006837760
34,1006919680
35,1007251456
36,1007996928
37,1007996928
38,1007996928
39,1007996928
40,1007972352
41,1007980544
42,1008082944
43,1008218112
44,1008365568
45,1008365568
46,1008361472
47,1008541696
48,1008566272
49,1008709632
50,1008885760
51,1008979968
52,1009209344
53,1009467392
54,1009467392
55,1009467392
56,1009762304
57,1009836032
58,1009856512
59,1009950720
60,1009954816
61,1009954816
62,1009922048
63,1010032640
64,1010069504
65,1010274304
66,1010335744
67,1010483200
68,1010585600
69,1010569216
70,1010634752
71,1010716672
72,1010753536
73,1010753536
74,1010753536
75,1010761728
76,1010774016
77,1010765824
78,1010761728
79,1010774016
80,1010786304
81,1010794496
82,1010802688
83,1010819072
84,1013919744
85,1013936128
86,1013936128
87,1013903360
88,1014026240
89,1014059008
90,1014124544
91,1014202368
92,1014235136
93,1014280192
94,1014325248
95,1014300672
96,1014640640
97,1014632448
98,1014632448
99,1014632448
100,1014632448
101,1014632448
102,1014632448
103,1014632448
104,1014632448
105,1014632448
106,1014632448
107,1014632448
108,1014632448
109,1014632448
110,1014632448
111,1014657024
112,1014792192
113,1014792192
114,1014792192
115,1014792192
116,1014792192
117,1014792192
118,1014792192
119,1010122752
120,1010212864
121,1010143232
122,1010143232
123,1010143232
124,1010167808
125,1010167808
126,1010167808
127,1010167808
128,1010167808
129,1010167808
130,1010167808
131,1010167808
132,1010167808
133,1010167808
134,1010167808
135,1010167808
136,1010167808
137,1010167808
138,1010196480
139,1010225152
140,1010237440
141,1010245632
142,1010245632
143,1010245632
144,1010245632
145,1010245632
146,1010245632
147,1010245632
148,1010245632
149,1010245632
150,1010245632
151,1010245632
152,1010245632
153,1010245632
154,1010245632
155,1010245632
156,1010245632
157,1010245632
158,1010245632
159,1010245632
160,1010245632
161,1010245632
162,1010245632
163,1010245632
164,1010245632
165,1010245632
166,1010245632
167,1010245632
168,1010245632
169,1010245632
170,1010245632
171,1010245632
172,1010245632
173,1010245632
174,1010245632
175,1010245632
176,1010245632
177,1010245632
178,1010245632
179,1010245632
180,1010245632
181,1010245632
182,999858176
183,999858176
184,999858176
185,999858176
186,999858176
187,999858176
188,999858176
189,999858176
190,999858176
191,999858176
192,999858176
193,999858176
194,999858176
195,999858176
196,999858176
197,999858176
198,999858176
199,999858176
200,999858176
201,999858176
202,999858176
203,999858176
204,999858176
205,999858176
206,999858176
207,999858176
208,999858176
209,999858176
210,999858176
211,999858176
212,999858176
213,999858176
214,999858176
215,999858176
216,999858176
217,999858176
218,999858176
219,999858176
220,999858176
221,999858176
222,999858176
223,999858176
224,999858176
225,999858176
226,999858176
227,999858176
228,999858176
229,999858176
230,999858176
231,999858176
232,999858176
233,999858176
234,999858176
235,999858176
236,999858176
237,999858176
238,999858176
239,999858176
240,999858176
241,999858176
242,999858176
243,999858176
244,1002504192
