tick_id,ms
1,14.8000
2,10.4664
3,9.7901
4,9.6850
5,10.6527
6,28.0454
7,11.7664
8,13.1522
9,8.4078
10,8.8852
11,8.4783
12,9.1119
13,8.6467
14,8.4133
15,11.0217
16,9.0435
17,9.5858
18,10.1429
19,9.3515
20,10.3536
21,8.8430
22,9.9619
23,9.5802
24,12.2339
25,10.4922
26,10.2531
27,9.0876
28,8.4615
29,8.5191
30,9.1185
31,12.1031
32,9.2128
33,9.0747
34,13.1042
35,9.8687
36,10.0808
37,10.8827
38,9.5383
39,10.1231
40,12.7657
41,11.5964
42,10.1912
43,9.9311
44,12.5201
45,10.0100
46,9.0897
47,9.3719
48,9.5103
49,12.4557
50,9.6098
51,11.3127
52,9.5321
53,8.9944
54,9.2557
55,10.6416
56,9.4056
57,9.5398
58,9.7328
59,9.7075
60,12.8877
61,9.5915
62,9.2860
63,9.5213
64,11.9807
65,11.8720
66,13.6057
67,12.7170
68,11.6578
69,15.4834
70,11.6227
71,14.4636
72,10.6764
73,12.2208
74,10.9468
75,13.8238
76,11.1075
77,10.5520
78,12.8103
79,13.6449
80,14.0063
81,12.7654
82,15.1731
83,14.3566
84,14.3359
85,16.5970
86,14.1069
87,13.3139
88,13.2024
89,16.0841
90,17.0961
91,18.1968
92,14.9919
93,16.9844
94,14.9318
95,17.7786
96,15.9123
97,15.8117
98,16.9932
99,13.1384
100,14.7147
101,17.4994
102,12.0668
103,15.7963
104,12.8007
105,17.5836
106,18.2201
107,14.3753
108,15.8872
109,15.2608
110,15.0175
111,17.3684
112,15.0280
113,17.7216
114,12.7338
115,13.1555
116,14.0251
117,16.7586
118,12.7006
119,13.6869
120,17.0845
121,15.7821
122,13.6927
123,14.6392
124,14.9723
125,17.3619
126,17.8813
127,14.5606
128,17.6025
129,13.4589
130,14.2045
131,15.7904
132,18.7319
133,17.8055
134,19.7080
135,16.8865
136,16.9346
137,16.6471
138,20.9017
139,19.9933
140,18.8312
141,20.8179
142,20.0877
143,18.7865
144,20.1943
145,19.4659
146,18.3014
147,21.9826
148,16.8777
149,24.6352
150,21.6632
151,22.2030
152,20.8634
153,17.7531
154,15.2554
155,15.5772
156,16.4895
157,13.7167
158,15.7850
159,17.2684
160,14.9461
161,14.4305
162,17.7330
163,16.6455
164,19.1041
165,17.2472
166,17.7629
167,15.6582
168,18.5621
169,18.1805
170,19.2627
171,16.1995
172,14.8675
173,16.6225
174,15.1914
175,17.7788
176,13.6248
177,14.3908
178,16.1571
179,14.6726
180,17.1164
181,17.4841
182,15.8674
183,14.4455
184,12.0916
185,14.8631
186,14.9910
187,11.9988
188,14.8975
189,16.7642
190,15.4901
191,14.6100
192,12.6980
193,17.2639
194,13.1189
195,19.2662
196,18.4975
197,20.5063
198,17.0550
199,16.4509
200,18.3043
201,14.4357
202,14.6077
203,15.1884
204,14.6470
205,17.4157
206,17.9855
207,18.8006
208,17.7855
209,14.4127
210,15.7251
211,15.0445
212,15.0053
213,16.2724
214,17.9847
215,15.7295
216,14.9726
217,17.3966
218,17.9270
219,17.5503
220,19.7452
221,15.9894
222,18.8650
223,19.5491
224,14.4862
225,17.1671
226,17.0944
227,17.6967
228,19.0938
229,18.4430
230,15.7062
231,18.3628
232,20.1550
233,14.8341
234,18.0992
235,17.8583
236,13.8737
